TAREA: ZELDA_CL_R_BETA


Mapa 0: zelda_0.txt
Episodio,TotalReward,Pasos,Score
34,-120,9.0,-1000
35,508,42.0,-1000
36,-120,9.0,-1000
37,-120,9.0,-1000
38,-120,9.0,-1000
39,-120,9.0,-1000
40,-120,9.0,-1000
41,354,26.0,-1000
42,-153,15.0,-1000
43,-120,9.0,-1000
44,-120,9.0,-1000
45,-120,9.0,-1000
46,374,28.0,-1000
47,-120,9.0,-1000
48,-120,9.0,-1000
49,-120,9.0,-1000
50,-120,9.0,-1000
MEAN,-74.04,12.32,-967.7
WINS,0.0


,reward_M,step_M,score_M
TOTAS_MEANS,87.00000000000001,38.751999999999995,-631.7239999999999
TOTAL_WINS,18.0
Win_MEAN,3.6
