TAREA: ZELDA_SIMPLE_2


Mapa 0: zelda_0.txt
Episodio,TotalReward,Pasos,Score
38,-48,33.0,-1000
39,-75,65.0,-1000
40,-124,90.0,-1000
41,-22,85.0,-1000
42,-55,87.0,-1000
43,42,78.0,-1000
44,-49,92.0,-1000
45,-91,57.0,-1000
46,-36,30.0,-1000
47,-106,89.0,-1000
48,-42,65.0,-1000
49,151,100.0,151
50,150,100.0,150
MEAN,-16.9,67.32,-846.42
WINS,0.0


,reward_M,step_M,score_M
TOTAS_MEANS,20.29200000000001,53.30799999999999,-674.908
TOTAL_WINS,5.0
Win_MEAN,1.0
